name,region_id,jumps_to_jita,security
08-N7Q,Immensea,43,-0.72
Y-C4AL,Immensea,44,-0.69
CKX-RW,Immensea,45,-0.63
8X6T-8,Immensea,46,-0.65
W4E-IT,Immensea,45,-0.60
OP9L-F,Immensea,46,-0.58
J-QA7I,Immensea,47,-0.48
2O-EEW,Immensea,46,-0.76
Y-N4EF,Immensea,47,-0.79
7YSF-E,Immensea,48,-0.38
KCDX-7,Immensea,45,-0.58
O7-VJ5,Immensea,44,-0.57
FRTC-5,Immensea,44,-0.60
M-ZJWJ,Immensea,43,-0.47
R-ORB7,Immensea,45,-0.60
RU-PT9,Immensea,46,-0.61
DR-427,Immensea,45,-0.69
NI-J0B,Immensea,44,-0.49
QN-6J2,Immensea,46,-0.72
Amarr,Domain,9,1.00
Boranai,Domain,10,0.89
Hedion,Domain,9,0.96
Mabnen,Domain,10,0.94
Toshabia,Domain,11,0.81
Irnin,Domain,10,0.73
Kehour,Domain,9,0.92
Martha,Domain,11,0.67
Simbeloud,Domain,11,0.86
Ebidan,Domain,10,0.90
Akhragan,Domain,10,0.80
Mikhir,Domain,11,0.74
Bashakru,Domain,12,0.64
Sukirah,Domain,13,0.60
Shuria,Domain,13,0.48
Narai,Domain,14,0.47
Ziona,Domain,11,0.63
Gaha,Domain,17,0.74
Armala,Domain,16,0.78
Murema,Domain,15,0.66
Cailanar,Domain,16,0.68
Ilonarav,Domain,16,0.75
Uchat,Domain,17,0.66
Joppaya,Domain,14,0.53
Pelkia,Domain,15,0.52
Raren,Domain,16,0.51
Mazitah,Domain,16,0.47
Hiramu,Domain,17,0.49
Sakhti,Domain,15,0.45
Aldali,Domain,14,0.43
Hutian,Domain,17,0.54
Noli,Domain,17,0.55
Nomash,Domain,16,0.40
Aghesi,Domain,14,0.77
Fabin,Domain,15,0.72
Airshaz,Domain,15,0.73
Patzcha,Domain,15,0.73
Charra,Domain,15,0.75
Harva,Domain,16,0.80
Thebeka,Domain,12,0.87
Rasile,Domain,13,0.87
Nererut,Domain,14,0.76
Sitanan,Domain,13,0.79
Vashkah,Domain,15,0.74
Ardishapur Prime,Domain,13,0.74
Gid,Domain,14,0.74
Dakba,Domain,14,0.71
Nifshed,Domain,15,0.65
Shumam,Domain,15,0.68
Milal,Domain,14,0.30
Sobenah,Domain,15,0.36
Bourar,Domain,16,0.38
Rammi,Domain,15,0.30
Arodan,Domain,16,0.32
Rimbah,Domain,17,0.32
Mamenkhanar,Domain,12,0.70
Seiradih,Domain,13,0.56
Arera,Domain,13,0.65
Hizhara,Domain,14,0.58
Neziel,Domain,14,0.45
Ahala,Domain,14,0.54
Knophtikoo,Domain,14,0.69
Ruchy,Domain,15,0.36
Hai,Domain,14,0.51
Sadye,Domain,16,0.60
Bika,Domain,17,0.46
Arshat,Domain,17,0.58
Jerma,Domain,17,0.48
Miyeli,Domain,18,0.38
Reyi,Domain,18,0.32
Moussou,Domain,14,0.82
Nadohman,Domain,15,0.75
Sahdil,Domain,16,0.71
Esteban,Domain,16,0.55
Luromooh,Domain,15,0.63
Nalu,Domain,16,0.58
Jarshitsan,Domain,14,0.57
Hadonoo,Domain,15,0.60
Azizora,Domain,16,0.62
Ahmak,Domain,15,0.60
Shabura,Domain,16,0.67
Adia,Domain,17,0.67
Ebo,Domain,17,0.52
Avair,Domain,18,0.41
Rayl,Domain,18,0.47
Asoutar,Domain,19,0.27
Porsharrah,Domain,18,0.36
Tastela,Domain,19,0.39
Clarelam,Domain,20,0.50
Isamm,Domain,13,0.68
Ebtesham,Domain,12,0.72
Artoun,Domain,12,0.75
Safizon,Domain,11,0.81
Zatsyaki,Domain,10,0.88
Eba,Domain,10,0.91
Bhizheba,Domain,9,0.96
2G-VDP,Etherium Reach,,-0.21
9F-3CR,Etherium Reach,,-0.29
J7M-3W,Etherium Reach,,-0.07
KRPF-A,Etherium Reach,,-0.05
9P-870,Etherium Reach,,-0.02
QNXJ-M,Etherium Reach,,-0.44
AID-9T,Etherium Reach,,-0.13
PXE-RG,Etherium Reach,,-0.19
5J-62N,Etherium Reach,,-0.32
Z-DRIY,Etherium Reach,,-0.49
8-MXHA,Etherium Reach,,-0.33
LPVL-5,Etherium Reach,,-0.07
D3S-EA,Etherium Reach,,-0.13
KGT3-6,Etherium Reach,,-0.47
4LJ6-Q,Etherium Reach,,-0.31
SAH-AD,Etherium Reach,,-0.25
MF-PGF,Etherium Reach,,-0.38
L-ZJLN,Etherium Reach,,-0.51
G-QTSD,Etherium Reach,,-0.16
3G-LFX,Etherium Reach,,-0.15
NK-VTL,Etherium Reach,,-0.10
D-CR6W,Etherium Reach,,-0.15
BY-7PY,Etherium Reach,,-0.02
GN-TNT,Etherium Reach,,-0.02
QKCU-4,Etherium Reach,,-0.05
0M-24X,Etherium Reach,,-0.32
N06Z-Q,Etherium Reach,,-0.03
YX-0KH,Etherium Reach,,-0.03
KMH-J1,Etherium Reach,,-0.45
CYB-BZ,Etherium Reach,,-0.30
5U-3PW,Etherium Reach,,-0.13
89JS-J,Etherium Reach,,-0.06
C9R-NO,Etherium Reach,,-0.15
FKR-SR,Etherium Reach,,-0.12
1ACJ-6,Etherium Reach,,-0.48
BNX-AS,Etherium Reach,,-0.44
XB-9U2,Etherium Reach,,-0.42
F9-FUV,Etherium Reach,,-0.71
FB-MPY,Etherium Reach,,-0.39
RO-0PZ,Etherium Reach,,-0.46
JTA2-2,Etherium Reach,,-0.15
R-6KYM,Etherium Reach,,-0.09
3H58-R,Etherium Reach,,-0.03
RV-GA8,Etherium Reach,,-0.12
TP-RTO,Etherium Reach,,-0.04
GTY-FW,Etherium Reach,,-0.14
1H5-3W,Etherium Reach,,-0.04
QZV-X3,Etherium Reach,,-0.06
IS-OBW,Etherium Reach,,-0.39
1GH-48,Etherium Reach,,-0.29
IRD-HU,Etherium Reach,,-0.43
B-2VXB,Etherium Reach,,-0.61
FIZU-X,Etherium Reach,,-0.60
JAWX-R,Etherium Reach,,-0.69
Z0G-XG,Etherium Reach,,-0.07
ALC-JM,Etherium Reach,,-0.13
9QS5-C,Etherium Reach,,-0.05
NWX-LI,Etherium Reach,,-0.22
N-SFZK,Etherium Reach,,-0.24
2B-UUQ,Etherium Reach,,-0.46
I64-XB,Etherium Reach,,-0.25
4-QDIX,Etherium Reach,,-0.65
FGJP-J,Etherium Reach,,-0.66
89-JPE,Etherium Reach,,-0.67
D-IZT9,Etherium Reach,,-0.66
WU9-ZR,Etherium Reach,,-0.69
E8-432,Etherium Reach,,-0.68
43-1TL,Etherium Reach,,-0.07
O-LJOO,Etherium Reach,,-0.03
ZS-PNI,Etherium Reach,,-0.08
TZ-74M,Etherium Reach,,-0.05
8KE-YS,Etherium Reach,,-0.05
LXQ2-T,Etherium Reach,,-0.08
HV-EAP,Etherium Reach,,-0.20
3IK-7O,Etherium Reach,,-0.17
O-EUHA,Etherium Reach,,-0.13
MO-I1W,Etherium Reach,,-0.10
ZZ5X-M,Etherium Reach,,-0.04
UAV-1E,Etherium Reach,,-0.24
CL-IRS,Etherium Reach,,-0.03
QBZO-R,Etherium Reach,,-0.05
QHJR-E,Etherium Reach,,-0.52
1PF-BC,Etherium Reach,,-0.71
D-OJEZ,Etherium Reach,,-0.76
C-V6DQ,Etherium Reach,,-0.87
Z-FET0,Etherium Reach,,-0.77
EX-GBT,Etherium Reach,,-0.91
PX-IHN,Etherium Reach,,-0.11
WPV-JN,Etherium Reach,,0.00
IL-H0A,Etherium Reach,,-0.01
CT8K-0,Etherium Reach,,-0.05
M9-LAN,Etherium Reach,,-0.08
C-4D0W,Etherium Reach,,-0.04
L4X-1V,Etherium Reach,,-0.10
M-V0PQ,Etherium Reach,,-0.25
DYPL-6,Etherium Reach,,-0.19
V-OL61,Etherium Reach,,-0.15
RK-Q51,Etherium Reach,,-0.14
F69O-M,Etherium Reach,,-0.52
T-IDGH,Etherium Reach,,-0.75
Aeddin,Molden Heath,14,0.57
Gulfonodi,Molden Heath,14,0.50
Teonusude,Molden Heath,13,0.59
Gelfiven,Molden Heath,14,0.56
Bosena,Molden Heath,14,0.40
Oddelulf,Molden Heath,15,0.37
Atlar,Molden Heath,15,0.37
Heild,Molden Heath,15,0.33
Hrokkur,Molden Heath,16,0.30
Hrober,Molden Heath,17,0.31
Aedald,Molden Heath,16,0.25
Muttokon,Molden Heath,17,0.21
Audesder,Molden Heath,16,0.26
Illamur,Molden Heath,16,0.28
Horaka,Molden Heath,17,0.62
Eldulf,Molden Heath,18,0.56
Orien,Molden Heath,17,0.80
Varigne,Molden Heath,18,0.64
Meildolf,Molden Heath,16,0.28
Istodard,Molden Heath,16,0.29
Gonheim,Molden Heath,17,0.28
Half,Molden Heath,17,0.24
Sakulda,Molden Heath,18,0.30
Hedaleolfarber,Molden Heath,18,0.30
Altbrard,Molden Heath,17,0.35
Fegomenko,Molden Heath,18,0.50
Osvetur,Molden Heath,18,0.25
Mimiror,Molden Heath,17,0.20
Skarkon,Molden Heath,16,0.05
Ennur,Molden Heath,15,0.06
Unertek,Molden Heath,19,0.30
Klingt,Molden Heath,20,0.30
Weld,Molden Heath,20,0.30
Kattegaud,Molden Heath,21,0.72
Kadlina,Molden Heath,20,0.42
Hegfunden,Molden Heath,20,0.32
Aeditide,Molden Heath,19,0.21
Egbinger,Molden Heath,18,0.03
MR4-MY,Geminate,16,-0.20
SR-KBB,Geminate,15,-0.29
FDZ4-A,Geminate,17,-0.23
2E-ZR5,Geminate,14,-0.31
O1-FTD,Geminate,13,-0.41
Roua,Geminate,18,-0.21
OEY-OR,Geminate,14,-0.35
M-MD31,Geminate,18,-0.27
WH-2EZ,Geminate,18,-0.17
D0-F4W,Geminate,17,-0.05
QKTR-L,Geminate,19,-0.39
YN3-E3,Geminate,17,-0.07
NBPH-N,Geminate,16,-0.07
L-HV5C,Geminate,17,-0.05
L4X-FH,Geminate,17,-0.08
B6-52M,Geminate,18,-0.09
V-MZW0,Geminate,19,-0.09
BND-16,Geminate,12,-0.49
IOO-7O,Geminate,11,-0.53
BWF-ZZ,Geminate,10,-0.58
4-CUM5,Geminate,12,-0.49
8MG-J6,Geminate,11,-0.60
RLSI-V,Geminate,11,-0.53
39-DGG,Geminate,15,-0.36
SV-K8J,Geminate,16,-0.35
6RQ9-A,Geminate,16,-0.40
K42-IE,Geminate,17,-0.45
VSJ-PP,Geminate,18,-0.39
3USX-F,Geminate,17,-0.34
9-KWXC,Geminate,18,-0.33
NQ-9IH,Geminate,16,-0.21
KR-V6G,Geminate,17,-0.20
AP9-LV,Geminate,17,-0.25
0-GZX9,Geminate,18,-0.30
2H-TSE,Geminate,19,-0.29
4NGK-F,Geminate,18,-0.23
O-VWPB,Geminate,19,-0.41
LX-ZOJ,Geminate,20,-0.45
6L78-1,Geminate,20,-0.40
04-LQM,Geminate,21,-0.64
4VY-Y1,Geminate,20,-0.37
LU-HQS,Geminate,21,-0.42
U-L4KS,Geminate,21,-0.48
K25-XD,Geminate,22,-0.59
6YC-TU,Geminate,21,-0.37
Y8R-XZ,Geminate,22,-0.52
P-E9GN,Geminate,19,-0.39
HJO-84,Geminate,20,-0.35
4D9-66,Geminate,21,-0.42
L-TOFR,Geminate,20,-0.73
Q-TBHW,Geminate,21,-0.78
9P4O-F,Geminate,22,-1.00
UBX-CC,Geminate,15,-0.06
TJM-JJ,Geminate,15,-0.05
EOA-ZC,Geminate,14,-0.07
G-73MR,Geminate,16,-0.03
E-91FV,Geminate,17,-0.02
AD-5B8,Geminate,16,-0.03
QP0K-B,Geminate,16,-0.03
54-MF6,Geminate,17,-0.02
D-I9HJ,Geminate,22,-0.31
P-6I0B,Geminate,23,-0.37
CFYY-J,Geminate,24,-0.21
8-KZXQ,Geminate,23,-0.17
HKYW-T,Geminate,25,-0.05
3SFU-S,Geminate,24,-0.07
VJ-NQP,Geminate,25,-0.03
U6D-9A,Geminate,24,-0.03
Atioth,Geminate,23,-0.02
PYY3-5,Geminate,23,-0.24
RFGW-V,Geminate,25,-0.08
N-HK93,Geminate,26,-0.21
LR-2XT,Geminate,18,-0.12
TZL-WT,Geminate,19,-0.16
4K0N-J,Geminate,20,-0.13
B-F1MI,Geminate,19,-0.09
W-3BSU,Geminate,20,-0.09
BE-UUN,Geminate,20,-0.12
O2O-2X,Geminate,22,-0.43
JE1-36,Geminate,23,-0.52
5F-YRA,Geminate,23,-0.43
TDE4-H,Geminate,24,-0.58
UER-TH,Geminate,25,-0.73
UG-UWZ,Geminate,26,-0.96
Hulm,Heimatar,9,1.00
Osoggur,Heimatar,12,0.53
Abudban,Heimatar,11,0.73
Trytedald,Heimatar,10,0.88
Odatrik,Heimatar,11,0.82
Rens,Heimatar,10,0.89
Ameinaka,Heimatar,8,0.99
Alakgur,Heimatar,12,0.56
Dammalin,Heimatar,13,0.48
Bosboger,Heimatar,14,0.32
Olfeim,Heimatar,14,0.44
Lulm,Heimatar,14,0.34
Gulmorogod,Heimatar,13,0.38
Edmalbrurdus,Heimatar,10,0.99
Kronsur,Heimatar,11,0.88
Dumkirinur,Heimatar,12,0.71
Sist,Heimatar,12,0.81
Obrolber,Heimatar,13,0.57
Austraka,Heimatar,14,0.76
Ivar,Heimatar,9,0.96
Meirakulf,Heimatar,8,0.88
Frarn,Heimatar,9,0.84
Illinfrik,Heimatar,10,0.85
Balginia,Heimatar,11,0.82
Gyng,Heimatar,10,0.80
Avesber,Heimatar,10,0.75
Gerek,Heimatar,15,0.73
Tongofur,Heimatar,16,0.58
Gerbold,Heimatar,16,0.82
Rokofur,Heimatar,15,0.62
Ebasgerdur,Heimatar,16,0.77
Ebodold,Heimatar,17,0.44
Amamake,Heimatar,13,0.44
Vard,Heimatar,14,0.38
Siseide,Heimatar,14,0.34
Lantorn,Heimatar,15,0.34
Dal,Heimatar,14,0.41
Auga,Heimatar,14,0.39
Eystur,Heimatar,10,0.95
Pator,Heimatar,11,1.00
Lustrevik,Heimatar,11,0.95
Isendeldik,Heimatar,12,0.81
Ammold,Heimatar,12,1.00
Emolgranlan,Heimatar,13,0.53
Offugen,Heimatar,17,0.65
Roniko,Heimatar,16,0.59
Aralgrund,Heimatar,15,0.32
Eddar,Heimatar,17,0.59
Bogelek,Heimatar,16,0.37
Wiskeber,Heimatar,14,0.40
Eifer,Heimatar,14,0.44
Gusandall,Heimatar,15,0.38
Atgur,Heimatar,15,0.48
Endrulf,Heimatar,15,0.61
Ingunn,Heimatar,15,0.28
Gultratren,Heimatar,14,0.31
Auren,Heimatar,16,0.42
Trer,Heimatar,18,0.71
Egmur,Heimatar,19,0.66
Javrendei,Heimatar,19,0.88
Appen,Heimatar,20,0.82
Klir,Heimatar,21,0.76
Jorus,Heimatar,22,0.73
Onga,Heimatar,11,0.95
Osaumuni,Heimatar,11,0.91
Magiko,Heimatar,12,0.94
Oremmulf,Heimatar,12,0.90
Hurjafren,Heimatar,12,0.88
Vullat,Heimatar,11,0.97
Hrondedir,Heimatar,16,0.32
Sotrenzur,Heimatar,16,0.28
Hrondmund,Heimatar,17,0.36
Bundindus,Heimatar,18,0.43
Otraren,Heimatar,19,0.48
Hedgiviter,Heimatar,20,0.42
Katugumur,Heimatar,17,0.17
1-7KWU,Impass,38,-0.40
3-UCBF,Impass,37,-0.47
N-CREL,Impass,36,-0.45
TM-0P2,Impass,37,-0.38
4OIV-X,Impass,38,-0.26
Y-JKJ8,Impass,39,-0.21
AFJ-NB,Impass,40,-0.16
H-64KI,Impass,41,-0.16
9I-SRF,Impass,42,-0.21
9-IIBL,Impass,42,-0.10
5GQ-S9,Impass,43,-0.06
YALR-F,Impass,43,-0.30
68FT-6,Impass,43,-0.21
IV-UNR,Impass,44,-0.44
IRE-98,Impass,44,-0.26
HOHF-B,Impass,44,-0.14
Y-6B0E,Impass,44,-0.25
F-3H2P,Impass,45,-0.39
DY-40Z,Impass,45,-0.25
XWY-YM,Impass,46,-0.25
M-9V5D,Impass,47,-0.27
O2-39S,Impass,48,-0.27
M-VEJZ,Impass,48,-0.37
LJK-T0,Impass,49,-0.29
E7VE-V,Impass,45,-0.13
NUG-OF,Impass,46,-0.16
L6BY-P,Impass,47,-0.17
U3SQ-X,Impass,47,-0.12
01TG-J,Impass,48,-0.15
UK-SHL,Impass,49,-0.25
A1BK-A,Impass,48,-0.05
N-7ECY,Impass,45,-0.40
4-MPSJ,Impass,46,-0.46
TWJ-AW,Impass,47,-0.58
PZMA-E,Impass,48,-0.46
442-CS,Impass,48,-0.71
Z-N9IP,Impass,49,-0.80
9ZFH-Z,Impass,49,-0.66
6E-MOW,Impass,46,-0.34
GBT4-J,Impass,47,-0.38
GZ1-A1,Impass,47,-0.46
X-0CKQ,Impass,48,-0.40
6B-GKA,Impass,48,-0.51
LHGA-W,Impass,48,-0.47
4RS-L1,Impass,48,-0.39
D-L4H0,Impass,44,-0.07
GU-9F4,Impass,45,-0.06
FG-1GH,Impass,45,-0.09
WFYM-0,Impass,46,-0.11
FR-B1H,Impass,47,-0.11
DDI-B7,Impass,46,-0.13
Pettinck,Sinq Laison,10,0.82
Du Annes,Sinq Laison,11,0.65
Balle,Sinq Laison,12,0.46
Decon,Sinq Laison,13,0.38
Grinacanne,Sinq Laison,12,0.85
Metserel,Sinq Laison,12,0.69
Sharuveil,Sinq Laison,14,0.40
Adreland,Sinq Laison,11,0.87
Erme,Sinq Laison,12,0.80
Aufay,Sinq Laison,13,0.52
Iyen-Oursta,Sinq Laison,2,0.78
Faurent,Sinq Laison,3,0.54
Ambeke,Sinq Laison,4,0.50
Carrou,Sinq Laison,4,0.44
Direrie,Sinq Laison,4,0.50
Ignoitton,Sinq Laison,3,0.44
Ardene,Sinq Laison,16,0.55
Boillair,Sinq Laison,17,0.52
Ney,Sinq Laison,17,0.46
Fasse,Sinq Laison,18,0.43
Ala,Sinq Laison,18,0.45
Gratesier,Sinq Laison,19,0.44
Schoorasana,Sinq Laison,20,0.45
Vylade,Sinq Laison,13,0.80
Auvergne,Sinq Laison,12,0.89
Aunia,Sinq Laison,12,0.84
Agrallarier,Sinq Laison,12,0.85
Dodixie,Sinq Laison,12,0.87
Eglennaert,Sinq Laison,12,0.82
Botane,Sinq Laison,11,0.88
Pulin,Sinq Laison,16,0.54
Foves,Sinq Laison,16,0.63
Alles,Sinq Laison,15,0.78
Misneden,Sinq Laison,17,0.55
Basgerin,Sinq Laison,17,0.38
Chelien,Sinq Laison,16,0.69
Trosquesere,Sinq Laison,13,0.87
Ansone,Sinq Laison,14,0.74
Dunraelare,Sinq Laison,15,0.65
Nausschie,Sinq Laison,13,0.79
Inghenges,Sinq Laison,16,0.72
Estene,Sinq Laison,16,0.77
Gallareue,Sinq Laison,14,0.75
Stayme,Sinq Laison,16,0.58
Parchanier,Sinq Laison,13,0.64
Fluekele,Sinq Laison,14,0.56
Alsottobier,Sinq Laison,15,0.51
Jolia,Sinq Laison,14,0.51
Augnais,Sinq Laison,13,0.54
Deltole,Sinq Laison,12,0.54
Colelie,Sinq Laison,11,0.51
Barmalie,Sinq Laison,15,0.48
Audaerne,Sinq Laison,14,0.47
Dodenvale,Sinq Laison,6,0.71
Olettiers,Sinq Laison,5,0.43
Artisine,Sinq Laison,6,0.50
Chainelant,Sinq Laison,7,0.85
Sileperer,Sinq Laison,7,0.62
Bamiette,Sinq Laison,5,0.50
Crielere,Sinq Laison,5,0.40
Jel,Sinq Laison,16,0.61
Egghelende,Sinq Laison,15,0.45
Odette,Sinq Laison,16,0.48
Ation,Sinq Laison,16,0.58
Stegette,Sinq Laison,17,0.45
Ravarin,Sinq Laison,18,0.37
Aliette,Sinq Laison,16,0.37
Brapelille,Sinq Laison,16,0.67
Bawilan,Sinq Laison,17,0.54
Atier,Sinq Laison,18,0.63
Archee,Sinq Laison,18,0.45
Brybier,Sinq Laison,17,0.58
Adrallezoen,Sinq Laison,17,0.48
Croleur,Sinq Laison,19,0.57
Doussivitte,Sinq Laison,12,0.76
Unel,Sinq Laison,8,0.89
Claysson,Sinq Laison,12,0.94
Auberulle,Sinq Laison,9,0.83
Adiere,Sinq Laison,10,0.76
Stetille,Sinq Laison,11,0.91
Alillere,Sinq Laison,14,0.85
Abenync,Sinq Laison,13,0.71
Pozirblant,Sinq Laison,14,0.74
Bourynes,Sinq Laison,13,1.00
Aurcel,Sinq Laison,15,0.55
Aymaerne,Sinq Laison,14,0.90
Rancer,Sinq Laison,6,0.36
Miroitem,Sinq Laison,7,0.31
Thelan,Sinq Laison,8,0.23
Rorsins,Sinq Laison,9,0.13
Lamadent,Sinq Laison,8,0.34
Otou,Sinq Laison,8,0.33
Assiettes,Sinq Laison,16,0.64
Goinard,Sinq Laison,17,0.34
Raeghoscon,Sinq Laison,17,0.37
Allipes,Sinq Laison,16,0.16
Lermireve,Sinq Laison,16,0.27
Aetree,Sinq Laison,15,0.18
Esmes,Sinq Laison,14,0.11
Vittenyn,Sinq Laison,14,0.90
Mirilene,Sinq Laison,15,0.78
Pucherie,Sinq Laison,15,0.83
Fricoure,Sinq Laison,15,0.81
Caretyn,Sinq Laison,15,0.82
Ainaille,Sinq Laison,14,0.85
Konola,The Citadel,6,0.67
Inoue,The Citadel,6,0.57
Isaziwa,The Citadel,5,0.72
Eitu,The Citadel,7,0.54
Horkkisen,The Citadel,8,0.44
Erila,The Citadel,7,0.45
Ohvosamon,The Citadel,6,0.73
Auviken,The Citadel,5,0.82
Saikanen,The Citadel,7,0.87
Oijamon,The Citadel,6,0.82
Kakki,The Citadel,6,0.84
Jeras,The Citadel,7,0.57
Kausaaja,The Citadel,4,0.74
Oiniken,The Citadel,4,0.72
Kaimon,The Citadel,3,0.69
Ahynada,The Citadel,3,0.80
Aikoro,The Citadel,3,0.77
Alikara,The Citadel,2,0.71
Usi,The Citadel,8,0.54
Ishomilken,The Citadel,8,0.37
Nikkishina,The Citadel,7,0.37
Hasama,The Citadel,6,0.27
Uuna,The Citadel,9,0.38
Manjonakko,The Citadel,9,0.33
Kassigainen,The Citadel,9,0.92
Yashunen,The Citadel,9,0.95
Tennen,The Citadel,9,0.92
Hatakani,The Citadel,8,0.94
Sivala,The Citadel,7,0.55
Iivinen,The Citadel,8,0.74
Kubinen,The Citadel,7,0.42
Uedama,The Citadel,6,0.51
Enderailen,The Citadel,7,0.45
Tunudan,The Citadel,8,0.41
Kulelen,The Citadel,7,0.48
Rairomon,The Citadel,6,0.63
Hogimo,The Citadel,6,0.56
Huttaken,The Citadel,5,0.57
Paara,The Citadel,2,0.78
Annaro,The Citadel,2,0.81
Isutaka,The Citadel,3,0.83
Tasabeshi,The Citadel,4,0.83
Ono,The Citadel,5,0.79
Muvolailen,The Citadel,1,0.71
Halaima,The Citadel,4,0.66
Kamio,The Citadel,5,0.74
Sankkasen,The Citadel,5,0.67
Tintoh,The Citadel,6,0.81
Santola,The Citadel,7,0.83
Ikao,The Citadel,6,0.60
Waira,The Citadel,6,0.53
Inaro,The Citadel,4,0.84
Kaaputenen,The Citadel,5,0.78
Waskisen,The Citadel,5,0.69
Sirppala,The Citadel,3,0.88
Irjunen,The Citadel,6,0.52
Inari,The Citadel,7,0.46
Yria,The Citadel,8,0.50
Oshaima,The Citadel,9,0.45
Hysera,The Citadel,8,0.40
Kaunokka,The Citadel,7,0.49
Venilen,The Citadel,6,0.61
Oisio,The Citadel,9,0.53
Haatomo,The Citadel,5,0.61
Suroken,The Citadel,4,0.73
Kusomonmon,The Citadel,3,0.85
Juunigaishi,The Citadel,5,0.62
Isikesu,The Citadel,5,0.67
Anttiri,The Citadel,4,0.71
Hasmijaala,The Citadel,7,0.34
Nagamanen,The Citadel,6,0.30
Oto,The Citadel,7,0.40
Sujarento,The Citadel,5,0.31
Eranakko,The Citadel,6,0.32
Onatoh,The Citadel,6,0.30
Tannolen,The Citadel,7,0.30
Tama,The Citadel,4,0.28
Uotila,The Citadel,7,0.57
Isenairos,The Citadel,6,0.80
Saila,The Citadel,7,0.89
Aramachi,The Citadel,7,0.49
Oichiya,The Citadel,5,0.85
Motsu,The Citadel,6,0.87
N-JK02,The Kalevala Expanse,,-0.18
JT2I-7,The Kalevala Expanse,,-0.12
XTJ-5Q,The Kalevala Expanse,,-0.17
1-KCSA,The Kalevala Expanse,,-0.18
UJXC-B,The Kalevala Expanse,,-0.14
UDVW-O,The Kalevala Expanse,,-0.08
F48K-D,The Kalevala Expanse,,-0.22
FBH-JN,The Kalevala Expanse,,-0.51
BVRQ-O,The Kalevala Expanse,,-0.52
QX-4HO,The Kalevala Expanse,,-0.66
LS3-HP,The Kalevala Expanse,,-0.67
SH6X-F,The Kalevala Expanse,,-0.40
6V-D0E,The Kalevala Expanse,,-0.51
SG-3HY,The Kalevala Expanse,,-0.27
AU2V-J,The Kalevala Expanse,,-0.20
SY-0AM,The Kalevala Expanse,,-0.16
A-YB15,The Kalevala Expanse,,-0.59
QZX-L9,The Kalevala Expanse,,-0.18
D-6PKO,The Kalevala Expanse,,-0.13
RAI-0E,The Kalevala Expanse,,-0.12
MN9P-A,The Kalevala Expanse,,-0.10
TA9T-P,The Kalevala Expanse,,-0.15
L-TLFU,The Kalevala Expanse,,-0.05
BM-VYZ,The Kalevala Expanse,,-0.05
Q-GICU,The Kalevala Expanse,,-0.14
EPCD-D,The Kalevala Expanse,,-0.01
0S1-GI,The Kalevala Expanse,,-0.30
L-GY1B,The Kalevala Expanse,,-0.18
74-DRC,The Kalevala Expanse,,-0.14
LE-67X,The Kalevala Expanse,,-0.20
B1UE-J,The Kalevala Expanse,,-0.46
O31W-6,The Kalevala Expanse,,-0.46
M3-H2Y,The Kalevala Expanse,,-0.30
G-KCFT,The Kalevala Expanse,,-0.31
WNM-V0,The Kalevala Expanse,,-0.46
6FS-CZ,The Kalevala Expanse,,-0.49
HPV-RJ,The Kalevala Expanse,,-0.76
H7S-5I,The Kalevala Expanse,,-0.39
C3J0-O,The Kalevala Expanse,,-0.43
GSO-SR,The Kalevala Expanse,,-0.14
B3ZU-H,The Kalevala Expanse,,-0.28
G4-QU6,The Kalevala Expanse,,-0.21
V2-GZS,The Kalevala Expanse,,-0.42
HD-HOZ,The Kalevala Expanse,,-0.85
42G-OB,The Kalevala Expanse,,-0.86
LEM-I1,The Kalevala Expanse,,-0.90
1S-SU1,The Kalevala Expanse,,-1.00
ND-GL4,The Kalevala Expanse,,-0.76
9-0QB7,The Kalevala Expanse,,-0.40
M-75WN,The Kalevala Expanse,,-0.50
PNFW-O,The Kalevala Expanse,,-0.54
HVGR-R,The Kalevala Expanse,,-0.60
K76A-3,The Kalevala Expanse,,-0.82
K95-9I,The Kalevala Expanse,,-0.65
R1O-GN,The Kalevala Expanse,,-0.13
GQ-7SP,The Kalevala Expanse,,-0.06
BGMZ-0,The Kalevala Expanse,,-0.07
I2D3-5,The Kalevala Expanse,,-0.18
FZX-PU,The Kalevala Expanse,,-0.13
O9K-FT,The Kalevala Expanse,,-0.03
RQOO-U,The Kalevala Expanse,,-0.41
FB5U-I,The Kalevala Expanse,,-0.32
BZ-BCK,The Kalevala Expanse,,-0.68
5-VFC6,The Kalevala Expanse,,-0.41
O5-YNW,The Kalevala Expanse,,-0.95
86L-9F,The Kalevala Expanse,,-0.96
IUU3-L,The Kalevala Expanse,,-0.99
J-OAH2,The Kalevala Expanse,,-0.78
S-LHPJ,The Kalevala Expanse,,-1.00
4U90-Z,Deklein,21,-0.10
T-945F,Deklein,22,-0.09
FO8M-2,Deklein,22,-0.10
AD-CBT,Deklein,22,-0.17
QPO-WI,Deklein,23,-0.14
R8S-1K,Deklein,23,-0.06
94-H3F,Deklein,24,-0.22
CU9-T0,Deklein,25,-0.43
XCF-8N,Deklein,25,-0.45
FMB-JP,Deklein,26,-0.58
0P-F3K,Deklein,27,-0.57
K5F-Z2,Deklein,28,-0.69
TXME-A,Deklein,27,-0.81
YA0-XJ,Deklein,27,-0.82
